TransactionID,Date,CustomerID,CustomerName,Branch,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod,Month,Weekday,City,CalculatedTotal
TXN100457,2025-09-01,CUST1007,Unknown,Biratnagar - Main Road,Dairy,Yogurt (Dahi) 500g,4,339.34,1357.36,Cash,September,Monday,Biratnagar,1357.36
TXN104648,2025-11-25,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Grocery,Basmati Rice 5kg,1,342.3,342.3,eSewa,November,Tuesday,Pokhara,342.3
TXN101310,2025-07-27,CUST1079,Rohit Lama,Kathmandu - Kupondole,Dairy,Nimbus Cheese Slices,2,259.72,519.44,Bank Transfer,July,Sunday,Kathmandu,519.44
TXN105841,2025-12-25,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Household,Harpic Toilet Cleaner,4,944.36,3777.44,Debit/Credit Card,December,Thursday,Bhaktapur,3777.44
TXN101019,2025-02-23,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Dairy,Paneer 250g,3,117.51,352.53,Cash,February,Sunday,Bhaktapur,352.53000000000003
TXN100652,2025-10-22,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Bakery,Butter Cookies,1,343.85,343.85,eSewa,October,Wednesday,Pokhara,343.85
TXN101232,2025-06-15,CUST1056,Alina Shrestha,Kathmandu - New Road,Electronics,Bluetooth Earphones,2,3046.09,6092.18,Khalti,June,Sunday,Kathmandu,6092.18
TXN103266,2025-10-07,CUST1123,Sujan Tamang,Kathmandu - New Road,Personal Care,Colgate Toothpaste,2,216.57,433.14,Unknown,October,Tuesday,Kathmandu,433.14
TXN102557,2025-12-10,CUST1102,Sandip Tamang,Butwal - Traffic Chowk,Household,Steel Lunch Box,4,1018.59,4074.36,Cash,December,Wednesday,Butwal,4074.36
TXN102635,2025-09-01,CUST1140,Sabnam Poudel,Pokhara - Lakeside,Dairy,Nimbus Cheese Slices,1,201.41,201.41,eSewa,September,Monday,Pokhara,201.41
TXN101360,2025-02-10,CUST1005,Milan Lama,Butwal - Traffic Chowk,Electronics,Wall Clock,4,509.47,2037.88,Cash,February,Monday,Butwal,2037.88
TXN104043,2025-12-29,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Household,Vim Dishwash Bar,3,765.96,2297.88,Khalti,December,Monday,Bhaktapur,2297.88
TXN101424,2025-03-02,CUST1070,Unknown,Kathmandu - Kupondole,Apparel,Socks (3-pair pack),3,2787.28,8361.84,eSewa,March,Sunday,Kathmandu,8361.84
TXN101892,2025-11-28,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Grocery,Mustard Oil 1L,2,472.7,945.4,Debit/Credit Card,November,Friday,Lalitpur,945.4
TXN102053,2025-09-29,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Household,Vim Dishwash Bar,4,1122.49,4489.96,eSewa,September,Monday,Lalitpur,4489.96
TXN103347,2025-07-21,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Beverages,Real Juice 1L,1,124.65,124.65,Cash,July,Monday,Butwal,124.65
TXN100540,2025-09-28,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Household,LED Bulb 9W,4,843.6,3374.4,Unknown,September,Sunday,Lalitpur,3374.4
TXN100570,2025-09-25,CUST1081,Puja Khadka,Kathmandu - Kupondole,Beverages,Tea Leaves (Ilam) 250g,2,382.0,764.0,eSewa,September,Thursday,Kathmandu,764.0
TXN100010,2025-11-09,CUST1034,Kritika Tamang,Butwal - Traffic Chowk,Beverages,Gorkha Beer (6-pack),4,259.25,1037.0,Debit/Credit Card,November,Sunday,Butwal,1037.0
TXN105567,2025-01-24,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Personal Care,Nivea Body Lotion,4,406.56,1626.24,Cash,January,Friday,Kathmandu,1626.24
TXN105985,2025-10-05,CUST1012,Sabina Maharjan,Bhaktapur - Suryabinayak,Household,Steel Lunch Box,4,1054.48,4217.92,Khalti,October,Sunday,Bhaktapur,4217.92
TXN105114,2025-01-22,CUST1101,Unknown,Kathmandu - New Road,Personal Care,Dove Soap,3,597.22,1791.66,Cash,January,Wednesday,Kathmandu,1791.66
TXN104810,2025-02-23,CUST1013,Kiran Shrestha,Biratnagar - Main Road,Dairy,Paneer 250g,3,258.55,775.65,eSewa,February,Sunday,Biratnagar,775.6500000000001
TXN100794,2025-10-09,CUST1002,Kritika Bhattarai,Kathmandu - New Road,Household,Harpic Toilet Cleaner,3,1132.73,3398.19,Cash,October,Thursday,Kathmandu,3398.19
TXN102166,2025-06-14,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Dairy,DDC Milk 1L,1,363.68,363.68,Bank Transfer,June,Saturday,Lalitpur,363.68
TXN101980,2025-11-26,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Electronics,Extension Board,4,679.44,2717.76,eSewa,November,Wednesday,Lalitpur,2717.76
TXN104684,2025-08-27,CUST1096,Sabnam Magar,Pokhara - Lakeside,Personal Care,Nivea Body Lotion,2,499.85,999.7,Unknown,August,Wednesday,Pokhara,999.7
TXN101763,2025-07-24,CUST1106,Prakash Shrestha,Lalitpur - Pulchowk,Household,Surf Excel 1kg,3,1179.68,3539.04,Cash,July,Thursday,Lalitpur,3539.04
TXN104754,2025-07-21,CUST1130,Alina Rai,Bhaktapur - Suryabinayak,Bakery,Chocolate Cake Slice,1,124.32,124.32,Cash,July,Monday,Bhaktapur,124.32
TXN100009,2025-06-06,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Grocery,Wai Wai Noodles (pack),4,249.11,996.44,Cash,June,Friday,Pokhara,996.44
TXN105295,2025-09-30,CUST1098,Bijay Khadka,Bhaktapur - Suryabinayak,Dairy,Paneer 250g,2,210.65,421.3,Debit/Credit Card,September,Tuesday,Bhaktapur,421.3
TXN102627,2025-10-27,CUST1014,Neha Basnet,Kathmandu - Kupondole,Household,LED Bulb 9W,1,1152.73,1152.73,Unknown,October,Monday,Kathmandu,1152.73
TXN103844,2025-04-11,CUST1103,Rohit Thapa,Butwal - Traffic Chowk,Beverages,Tea Leaves (Ilam) 250g,4,259.41,1037.64,Khalti,April,Friday,Butwal,1037.64
TXN105429,2025-03-09,CUST1005,Unknown,Butwal - Traffic Chowk,Dairy,Yogurt (Dahi) 500g,3,83.98,251.94,eSewa,March,Sunday,Butwal,251.94
TXN101327,2025-06-08,CUST1016,Neha Poudel,Chitwan - Bharatpur,Grocery,Wai Wai Noodles (pack),1,892.38,892.38,Khalti,June,Sunday,Chitwan,892.38
TXN100632,2025-10-20,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Apparel,Winter Jacket,2,800.85,1601.7,Cash,October,Monday,Butwal,1601.7
TXN103162,2025-01-08,CUST1093,Aashish Magar,Bhaktapur - Suryabinayak,Dairy,DDC Milk 1L,1,394.94,394.94,Khalti,January,Wednesday,Bhaktapur,394.94
TXN104433,2025-10-22,CUST1000,Rohit Gurung,Pokhara - Lakeside,Household,Surf Excel 1kg,3,185.33,555.99,Cash,October,Wednesday,Pokhara,555.99
TXN100391,2025-02-26,CUST1041,Sushma Bhattarai,Lalitpur - Pulchowk,Beverages,Gorkha Beer (6-pack),2,401.11,802.22,Debit/Credit Card,February,Wednesday,Lalitpur,802.22
TXN104779,2025-09-27,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Beverages,Gorkha Beer (6-pack),1,266.5,266.5,Cash,September,Saturday,Kathmandu,266.5
TXN102728,2025-11-08,CUST1137,Sunita Tamang,Kathmandu - Kupondole,Bakery,Butter Cookies,4,249.11,996.44,eSewa,November,Saturday,Kathmandu,996.44
TXN103646,2025-10-21,CUST1019,Sarita Magar,Kathmandu - Kupondole,Dairy,DDC Milk 1L,2,182.65,365.3,Cash,October,Tuesday,Kathmandu,365.3
TXN104276,2025-07-09,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Grocery,Wai Wai Noodles (pack),2,354.26,708.52,Cash,July,Wednesday,Pokhara,708.52
TXN103204,2025-11-24,CUST1139,Sabnam Adhikari,Bhaktapur - Suryabinayak,Electronics,Power Bank 10000mAh,3,975.12,2925.36,Khalti,November,Monday,Bhaktapur,2925.36
TXN105722,2025-08-17,CUST1102,Sandip Tamang,Butwal - Traffic Chowk,Beverages,Tea Leaves (Ilam) 250g,4,102.58,410.32,eSewa,August,Sunday,Butwal,410.32
TXN105424,2025-12-29,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Grocery,Wheat Flour 5kg,3,296.56,889.68,eSewa,December,Monday,Bhaktapur,889.6800000000001
TXN104637,2025-10-09,CUST1001,Deepak Lama,Bhaktapur - Suryabinayak,Bakery,Sliced Bread,1,111.73,111.73,eSewa,October,Thursday,Bhaktapur,111.73
TXN103971,2025-02-16,CUST1114,Sabnam Khadka,Biratnagar - Main Road,Electronics,Wall Clock,1,3467.97,3467.97,Debit/Credit Card,February,Sunday,Biratnagar,3467.97
TXN100379,2025-09-26,CUST1019,Sarita Magar,Kathmandu - Kupondole,Household,Vim Dishwash Bar,2,277.54,555.08,eSewa,September,Friday,Kathmandu,555.08
TXN101210,2025-09-05,CUST1061,Bikash Shrestha,Bhaktapur - Suryabinayak,Apparel,Socks (3-pair pack),4,1923.31,7693.24,eSewa,September,Friday,Bhaktapur,7693.24
TXN100202,2025-03-17,CUST1134,Sandip Khadka,Pokhara - Lakeside,Grocery,Basmati Rice 5kg,4,844.82,3379.28,Cash,March,Monday,Pokhara,3379.28
TXN103197,2025-09-12,CUST1127,Sunita Adhikari,Kathmandu - New Road,Electronics,USB Cable Type-C,3,2577.1,7731.3,Cash,September,Friday,Kathmandu,7731.299999999999
TXN102540,2025-03-15,CUST1034,Kritika Tamang,Butwal - Traffic Chowk,Grocery,Mustard Oil 1L,3,837.33,2511.99,eSewa,March,Saturday,Butwal,2511.9900000000002
TXN104611,2025-01-19,CUST1032,Deepak Khadka,Lalitpur - Pulchowk,Apparel,Formal Shirt,4,2399.37,9597.48,Khalti,January,Sunday,Lalitpur,9597.48
TXN102207,2025-04-02,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Electronics,Extension Board,3,2985.47,8956.41,Cash,April,Wednesday,Butwal,8956.41
TXN100412,2025-03-28,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Apparel,Cotton T-Shirt,3,2288.44,6865.32,Debit/Credit Card,March,Friday,Butwal,6865.32
TXN100773,2025-02-02,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Dairy,Nimbus Cheese Slices,2,354.79,709.58,Cash,February,Sunday,Pokhara,709.58
TXN104070,2025-09-27,CUST1019,Sarita Magar,Kathmandu - Kupondole,Personal Care,Colgate Toothpaste,4,152.44,609.76,Khalti,September,Saturday,Kathmandu,609.76
TXN104260,2025-03-15,CUST1035,Rita Shrestha,Biratnagar - Main Road,Apparel,Winter Jacket,4,2006.29,8025.16,Khalti,March,Saturday,Biratnagar,8025.16
TXN105534,2025-04-06,CUST1056,Alina Shrestha,Kathmandu - New Road,Bakery,Sliced Bread,1,138.32,138.32,eSewa,April,Sunday,Kathmandu,138.32
TXN102097,2025-03-03,CUST1057,Neha Karki,Kathmandu - New Road,Bakery,Butter Cookies,4,73.44,293.76,Debit/Credit Card,March,Monday,Kathmandu,293.76
TXN104200,2025-02-05,CUST1000,Rohit Gurung,Bhaktapur - Suryabinayak,Personal Care,Head & Shoulders Shampoo,2,472.57,945.14,Debit/Credit Card,February,Wednesday,Bhaktapur,945.14
TXN103285,2025-05-29,CUST1041,Sushma Bhattarai,Lalitpur - Pulchowk,Beverages,Nescafe Coffee 100g,1,330.88,330.88,Bank Transfer,May,Thursday,Lalitpur,330.88
TXN101610,2025-10-12,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Household,LED Bulb 9W,2,365.25,730.5,eSewa,October,Sunday,Bhaktapur,730.5
TXN104213,2025-06-22,CUST1103,Rohit Thapa,Butwal - Traffic Chowk,Electronics,Bluetooth Earphones,2,2626.97,5253.94,eSewa,June,Sunday,Butwal,5253.94
TXN101192,2025-01-25,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Apparel,Socks (3-pair pack),4,2086.38,8345.52,Cash,January,Saturday,Lalitpur,8345.52
TXN100821,2025-08-28,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Grocery,Salt 1kg,4,322.23,1288.92,Khalti,August,Thursday,Butwal,1288.92
TXN104217,2025-04-16,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Personal Care,Head & Shoulders Shampoo,1,578.64,578.64,Debit/Credit Card,April,Wednesday,Pokhara,578.64
TXN101375,2025-04-03,CUST1046,Sarita Karki,Lalitpur - Pulchowk,Dairy,DDC Milk 1L,4,96.24,384.96,Debit/Credit Card,April,Thursday,Lalitpur,384.96
TXN102393,2025-05-18,CUST1057,Neha Karki,Kathmandu - New Road,Household,Harpic Toilet Cleaner,1,593.91,593.91,eSewa,May,Sunday,Kathmandu,593.91
TXN103411,2025-05-31,CUST1091,Rajesh Thapa,Pokhara - Lakeside,Electronics,Bluetooth Earphones,1,2595.56,2595.56,Khalti,May,Saturday,Pokhara,2595.56
TXN104758,2025-09-22,CUST1140,Sabnam Poudel,Pokhara - Lakeside,Personal Care,Sanitary Pads Pack,2,376.71,753.42,Unknown,September,Monday,Pokhara,753.42
TXN103201,2025-10-16,CUST1084,Sabnam Bhattarai,Biratnagar - Main Road,Electronics,Extension Board,1,424.42,424.42,eSewa,October,Thursday,Biratnagar,424.42
TXN101815,2025-10-24,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Apparel,Socks (3-pair pack),1,415.27,415.27,Cash,October,Friday,Butwal,415.27
TXN104692,2025-08-17,CUST1080,Sandip Basnet,Chitwan - Bharatpur,Apparel,Kids Frock,4,2574.47,10297.88,Cash,August,Sunday,Chitwan,10297.88
TXN102681,2025-06-18,CUST1050,Manisha Rai,Pokhara - Lakeside,Beverages,Tea Leaves (Ilam) 250g,3,427.52,1282.56,Cash,June,Wednesday,Pokhara,1282.56
TXN101283,2025-11-21,CUST1014,Neha Basnet,Kathmandu - Kupondole,Grocery,Sugar 1kg,1,608.39,608.39,Bank Transfer,November,Friday,Kathmandu,608.39
TXN104740,2025-11-04,CUST1067,Anita Shrestha,Kathmandu - Kupondole,Personal Care,Dove Soap,4,245.16,980.64,eSewa,November,Tuesday,Kathmandu,980.64
TXN100542,2025-11-16,CUST1057,Unknown,Kathmandu - New Road,Apparel,Winter Jacket,2,1103.16,2206.32,Cash,November,Sunday,Kathmandu,2206.32
TXN105679,2025-09-26,CUST1078,Bijay Magar,Kathmandu - Kupondole,Grocery,Wheat Flour 5kg,2,330.11,660.22,Khalti,September,Friday,Kathmandu,660.22
TXN102339,2025-04-20,CUST1110,Sushma Karki,Kathmandu - New Road,Personal Care,Sanitary Pads Pack,4,111.9,447.6,Khalti,April,Sunday,Kathmandu,447.6
TXN102428,2025-12-13,CUST1130,Alina Rai,Bhaktapur - Suryabinayak,Electronics,Power Bank 10000mAh,2,2401.05,4802.1,eSewa,December,Saturday,Bhaktapur,4802.1
TXN102437,2025-01-03,CUST1102,Sandip Tamang,Chitwan - Bharatpur,Grocery,Red Lentil (Masoor Dal) 1kg,3,527.54,1582.62,Cash,January,Friday,Chitwan,1582.62
TXN101194,2025-05-18,CUST1073,Bikash Shrestha,Kathmandu - New Road,Dairy,Paneer 250g,2,167.81,335.62,Khalti,May,Sunday,Kathmandu,335.62
TXN100490,2025-07-21,CUST1136,Bikash Gurung,Lalitpur - Pulchowk,Grocery,Wai Wai Noodles (pack),2,416.98,833.96,Cash,July,Monday,Lalitpur,833.96
TXN104304,2025-12-03,CUST1066,Kritika Khadka,Chitwan - Bharatpur,Bakery,Sliced Bread,4,104.97,419.88,Khalti,December,Wednesday,Chitwan,419.88
TXN105732,2025-09-04,CUST1019,Sarita Magar,Kathmandu - Kupondole,Grocery,Wai Wai Noodles (pack),1,720.81,720.81,Cash,September,Thursday,Kathmandu,720.81
TXN102119,2025-06-09,CUST1067,Anita Shrestha,Kathmandu - Kupondole,Bakery,Chocolate Cake Slice,2,222.69,445.38,eSewa,June,Monday,Kathmandu,445.38
TXN105384,2025-03-16,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Bakery,Chocolate Cake Slice,1,311.48,311.48,Bank Transfer,March,Sunday,Bhaktapur,311.48
TXN104500,2025-08-27,CUST1001,Deepak Lama,Bhaktapur - Suryabinayak,Electronics,Bluetooth Earphones,4,2440.67,9762.68,Cash,August,Wednesday,Bhaktapur,9762.68
TXN102520,2025-10-24,CUST1101,Sabnam Bhattarai,Kathmandu - New Road,Personal Care,Dove Soap,1,447.61,447.61,eSewa,October,Friday,Kathmandu,447.61
TXN100416,2025-07-29,CUST1069,Bijay Magar,Lalitpur - Pulchowk,Personal Care,Colgate Toothpaste,3,488.29,1464.87,Khalti,July,Tuesday,Lalitpur,1464.8700000000001
TXN103242,2025-08-30,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Grocery,Mustard Oil 1L,4,598.8,2395.2,Cash,August,Saturday,Pokhara,2395.2
TXN105473,2025-04-25,CUST1076,Bikash Shrestha,Pokhara - Lakeside,Electronics,USB Cable Type-C,1,920.27,920.27,Khalti,April,Friday,Pokhara,920.27
TXN105845,2025-07-09,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Dairy,Yogurt (Dahi) 500g,3,77.56,232.68,eSewa,July,Wednesday,Pokhara,232.68
TXN102669,2025-08-31,CUST1112,Unknown,Butwal - Traffic Chowk,Grocery,Wai Wai Noodles (pack),1,553.21,553.21,Cash,August,Sunday,Butwal,553.21
TXN100766,2025-04-13,CUST1040,Puja Gurung,Butwal - Traffic Chowk,Apparel,Winter Jacket,3,1826.64,5479.92,eSewa,April,Sunday,Butwal,5479.92
TXN101673,2025-02-27,CUST1057,Neha Karki,Kathmandu - New Road,Electronics,Bluetooth Earphones,4,583.69,2334.76,Debit/Credit Card,February,Thursday,Kathmandu,2334.76
TXN103409,2025-01-15,CUST1046,Sarita Karki,Lalitpur - Pulchowk,Household,Harpic Toilet Cleaner,4,858.96,3435.84,Khalti,January,Wednesday,Lalitpur,3435.84
TXN102888,2025-07-23,CUST1069,Bijay Magar,Lalitpur - Pulchowk,Personal Care,Sanitary Pads Pack,1,224.86,224.86,eSewa,July,Wednesday,Lalitpur,224.86
TXN100277,2025-01-22,CUST1085,Sunita Magar,Bhaktapur - Suryabinayak,Bakery,Butter Cookies,4,208.5,834.0,Khalti,January,Wednesday,Bhaktapur,834.0
TXN100739,2025-11-15,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Dairy,Yogurt (Dahi) 500g,4,74.49,297.96,eSewa,November,Saturday,Kathmandu,297.96
TXN102205,2025-02-14,CUST1043,Neha Maharjan,Butwal - Traffic Chowk,Dairy,Nimbus Cheese Slices,1,136.87,136.87,Debit/Credit Card,February,Friday,Butwal,136.87
TXN103320,2025-09-07,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Grocery,Basmati Rice 5kg,1,332.61,332.61,eSewa,September,Sunday,Butwal,332.61
TXN102733,2025-04-23,CUST1142,Rohit Maharjan,Lalitpur - Pulchowk,Personal Care,Dove Soap,3,255.35,766.05,Cash,April,Wednesday,Lalitpur,766.05
TXN105308,2025-05-28,CUST1023,Bikash Rai,Kathmandu - Kupondole,Electronics,Extension Board,4,3325.53,13302.12,Khalti,May,Wednesday,Kathmandu,13302.12
TXN104009,2025-05-14,CUST1112,Unknown,Butwal - Traffic Chowk,Household,Vim Dishwash Bar,2,318.62,637.24,Unknown,May,Wednesday,Butwal,637.24
TXN101560,2025-09-03,CUST1095,Neha Khadka,Lalitpur - Pulchowk,Electronics,Power Bank 10000mAh,4,2148.19,8592.76,eSewa,September,Wednesday,Lalitpur,8592.76
TXN102193,2025-10-25,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Electronics,USB Cable Type-C,2,2530.36,5060.72,eSewa,October,Saturday,Lalitpur,5060.72
TXN104920,2025-09-04,CUST1008,Alina Tamang,Bhaktapur - Suryabinayak,Dairy,Paneer 250g,2,192.42,384.84,eSewa,September,Thursday,Bhaktapur,384.84
TXN105628,2025-05-16,CUST1057,Neha Karki,Kathmandu - New Road,Dairy,Paneer 250g,3,155.27,465.81,Debit/Credit Card,May,Friday,Kathmandu,465.81000000000006
TXN104455,2025-03-20,CUST1041,Sushma Bhattarai,Lalitpur - Pulchowk,Bakery,Khari Biscuit Pack,3,169.82,509.46,Debit/Credit Card,March,Thursday,Lalitpur,509.46
TXN103582,2025-12-03,CUST1101,Sabnam Bhattarai,Kathmandu - New Road,Grocery,Sugar 1kg,1,353.38,353.38,eSewa,December,Wednesday,Kathmandu,353.38
TXN102969,2025-04-13,CUST1038,Anita Magar,Bhaktapur - Suryabinayak,Beverages,Gorkha Beer (6-pack),1,458.97,458.97,eSewa,April,Sunday,Bhaktapur,458.97
TXN105712,2025-05-12,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Apparel,Winter Jacket,3,2686.31,8058.93,Cash,May,Monday,Pokhara,8058.93
TXN104163,2025-12-05,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Beverages,Gorkha Beer (6-pack),3,448.87,1346.61,eSewa,December,Friday,Pokhara,1346.6100000000001
TXN100225,2025-03-22,CUST1078,Bijay Magar,Kathmandu - Kupondole,Apparel,Cotton T-Shirt,3,1849.24,5547.72,Bank Transfer,March,Saturday,Kathmandu,5547.72
TXN104840,2025-02-02,CUST1019,Sarita Magar,Kathmandu - Kupondole,Personal Care,Head & Shoulders Shampoo,3,601.11,1803.33,eSewa,February,Sunday,Kathmandu,1803.33
TXN100659,2025-11-29,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Electronics,USB Cable Type-C,1,2627.16,2627.16,Cash,November,Saturday,Butwal,2627.16
TXN101102,2025-12-09,CUST1101,Sabnam Bhattarai,Kathmandu - New Road,Grocery,Wheat Flour 5kg,2,893.4,1786.8,Debit/Credit Card,December,Tuesday,Kathmandu,1786.8
TXN105148,2025-06-08,CUST1055,Unknown,Lalitpur - Pulchowk,Apparel,Cotton T-Shirt,1,627.32,627.32,eSewa,June,Sunday,Lalitpur,627.32
TXN100701,2025-02-17,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Apparel,Socks (3-pair pack),4,2053.59,8214.36,Cash,February,Monday,Pokhara,8214.36
TXN100208,2025-11-27,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Grocery,Mustard Oil 1L,3,682.3000000000001,2046.9,Cash,November,Thursday,Bhaktapur,2046.9
TXN103046,2025-05-18,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Personal Care,Dove Soap,4,221.96,887.84,Khalti,May,Sunday,Kathmandu,887.84
TXN101203,2025-11-12,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Bakery,Sliced Bread,3,164.28,492.84,Cash,November,Wednesday,Pokhara,492.84000000000003
TXN104935,2025-09-16,CUST1040,Puja Gurung,Kathmandu - New Road,Personal Care,Dove Soap,2,546.68,1093.36,Cash,September,Tuesday,Kathmandu,1093.36
TXN100710,2025-05-25,CUST1016,Neha Poudel,Chitwan - Bharatpur,Personal Care,Sanitary Pads Pack,1,210.71,210.71,eSewa,May,Sunday,Chitwan,210.71
TXN102269,2025-11-28,CUST1117,Prakash Shrestha,Pokhara - Lakeside,Electronics,Power Bank 10000mAh,3,1019.86,3059.58,eSewa,November,Friday,Pokhara,3059.58
TXN100981,2025-10-30,CUST1010,Anita Karki,Biratnagar - Main Road,Beverages,Nescafe Coffee 100g,2,139.18,278.36,Khalti,October,Thursday,Biratnagar,278.36
TXN103076,2025-10-02,CUST1045,Sunita Magar,Kathmandu - Kupondole,Bakery,Sliced Bread,3,48.83,146.49,Cash,October,Thursday,Kathmandu,146.49
TXN100529,2025-09-26,CUST1105,Sandip Magar,Kathmandu - New Road,Dairy,DDC Milk 1L,1,109.85,109.85,eSewa,September,Friday,Kathmandu,109.85
TXN100263,2025-05-11,CUST1052,Aashish Poudel,Biratnagar - Main Road,Dairy,DDC Milk 1L,3,273.31,819.93,Cash,May,Sunday,Biratnagar,819.9300000000001
TXN103005,2025-11-05,CUST1034,Unknown,Butwal - Traffic Chowk,Beverages,Real Juice 1L,3,85.3,255.9,Cash,November,Wednesday,Butwal,255.89999999999998
TXN104068,2025-05-14,CUST1131,Sabnam Maharjan,Butwal - Traffic Chowk,Electronics,Extension Board,3,3278.56,9835.68,Cash,May,Wednesday,Butwal,9835.68
TXN105812,2025-09-21,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Beverages,Gorkha Beer (6-pack),3,423.93,1271.79,eSewa,September,Sunday,Butwal,1271.79
TXN100378,2025-07-06,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Electronics,Wall Clock,2,3143.93,6287.86,Khalti,July,Sunday,Butwal,6287.86
TXN103104,2025-10-27,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Electronics,Wall Clock,4,2861.15,11444.6,eSewa,October,Monday,Kathmandu,11444.6
TXN105980,2025-11-08,CUST1031,Sabnam Khadka,Bhaktapur - Suryabinayak,Apparel,Formal Shirt,2,588.45,1176.9,eSewa,November,Saturday,Bhaktapur,1176.9
TXN102131,2025-03-23,CUST1010,Anita Karki,Chitwan - Bharatpur,Dairy,DDC Milk 1L,4,309.5,1238.0,Khalti,March,Sunday,Chitwan,1238.0
TXN100618,2025-07-29,CUST1077,Prakash Basnet,Kathmandu - Kupondole,Apparel,Kids Frock,4,1438.32,5753.28,Khalti,July,Tuesday,Kathmandu,5753.28
TXN103392,2025-06-16,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Grocery,Red Lentil (Masoor Dal) 1kg,2,501.87,1003.74,Khalti,June,Monday,Bhaktapur,1003.74
TXN101648,2025-09-08,CUST1007,Sunita Karki,Biratnagar - Main Road,Grocery,Wai Wai Noodles (pack),1,744.31,744.31,Cash,September,Monday,Biratnagar,744.31
TXN100224,2025-02-12,CUST1088,Deepak Lama,Kathmandu - Kupondole,Electronics,Wall Clock,4,2572.78,10291.12,Khalti,February,Wednesday,Kathmandu,10291.12
TXN100525,2025-02-11,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Household,Surf Excel 1kg,3,825.64,2476.92,Cash,February,Tuesday,Bhaktapur,2476.92
TXN103872,2025-12-04,CUST1070,Alina Rai,Chitwan - Bharatpur,Beverages,Real Juice 1L,1,465.22,465.22,eSewa,December,Thursday,Chitwan,465.22
TXN104529,2025-12-26,CUST1050,Manisha Rai,Pokhara - Lakeside,Electronics,USB Cable Type-C,2,1162.55,2325.1,Khalti,December,Friday,Pokhara,2325.1
TXN102345,2025-09-07,CUST1025,Kiran Poudel,Pokhara - Lakeside,Household,LED Bulb 9W,3,1159.18,3477.54,eSewa,September,Sunday,Pokhara,3477.54
TXN104549,2025-11-06,CUST1019,Sarita Magar,Kathmandu - Kupondole,Apparel,Kids Frock,4,1170.08,4680.32,eSewa,November,Thursday,Kathmandu,4680.32
TXN104539,2025-10-23,CUST1007,Sunita Karki,Biratnagar - Main Road,Grocery,Mustard Oil 1L,1,156.51,156.51,eSewa,October,Thursday,Biratnagar,156.51
TXN104887,2025-06-04,CUST1061,Bikash Shrestha,Bhaktapur - Suryabinayak,Personal Care,Colgate Toothpaste,1,393.65,393.65,eSewa,June,Wednesday,Bhaktapur,393.65
TXN103792,2025-11-08,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Personal Care,Head & Shoulders Shampoo,1,477.39,477.39,Khalti,November,Saturday,Bhaktapur,477.39
TXN101391,2025-09-17,CUST1005,Milan Lama,Butwal - Traffic Chowk,Household,Steel Lunch Box,4,525.07,2100.28,Khalti,September,Wednesday,Butwal,2100.28
